0.911186651,0.380033514,,,,,
0.925437154,0.430181054,,,,,
0.902044528,0.299310646,,,,,
0.932338599,0.331882071,,,,,
0.84564415,0.32870294,,,,,
0.889830626,0.410623701,,,,,
0.927831616,0.443443335,,,,,
0.93900427,0.406359359,,,,,
0.931855166,0.367251097,,,,,
0.936302585,0.395140463,,,,,
0.93094987,0.397181848,,,,,
0.9347828,0.387547298,,,,,
0.906309001,0.376062561,,,,,
0.945502249,0.487364796,,,,,
0.91876826,0.387659319,,,,,
0.887202404,0.259728831,,,,,
0.935053479,0.422816404,,,,,
0.940646106,0.439121078,,,,,
0.919922511,0.387178825,,,,,
0.914967276,0.396512286,,,,,
0.924064153,0.411382057,,,,,
0.953437024,0.498767688,,,,,
0.901975906,0.402826673,,,,,
0.906482351,0.407260738,,,,,
0.925156483,0.408793394,,,,,
0.90635189,0.392667915,,,,,
0.863269396,0.306424053,,,,,
0.854429076,0.350053215,,,,,
0.922929861,0.40894697,,,,,
0.851419848,0.323550934,,,,,
0.920426113,0.442120633,,,,,
0.895495849,0.358209767,,,,,
0.905829979,0.430772027,,,,,
0.924162375,0.438038625,,,,,
0.945027111,0.476901832,,,,,
0.933094832,0.436726341,,,,,
0.888582868,0.356762665,,,,,
0.88659273,0.343859152,,,,,
0.927394734,0.448626562,,,,,
0.911256534,0.425371451,,,,,
0.929224426,0.449722295,,,,,
0.925081877,0.426682341,,,,,
0.92817785,0.477984494,,,,,
0.925001264,0.403562595,,,,,
0.935220528,0.473657411,,,,,
0.928555645,0.463215163,,,,,
0.918497598,0.452226542,,,,,
0.927155648,0.438565585,,,,,
0.963837488,0.428588196,,,,,
0.923251791,0.356551942,,,,,
0.932616849,0.486066138,,,,,
0.93094149,0.400617942,,,,,
0.896967775,0.429597521,,,,,
0.897993266,0.38394657,,,,,
0.930068591,0.494693355,,,,,
0.889597185,0.404720626,,,,,
0.928535701,0.456219427,,,,,
0.890171048,0.45138805,,,,,
0.916918284,0.500863687,,,,,
0.914785045,0.488580501,,,,,
0.909948797,0.422583586,,,,,
0.904495999,0.406172189,,,,,
0.88874463,0.417163415,,,,,
0.889138182,0.396809069,,,,,
0.924256977,0.46204583,,,,,
0.869850017,0.336018218,,,,,
0.900974653,0.286817259,,,,,
0.915893063,0.394000276,,,,,
0.925359818,0.437189118,,,,,
0.913225401,0.472835045,,,,,
0.930772067,0.479117051,,,,,
0.92225746,0.472057196,,,,,
0.919540931,0.483573928,,,,,
0.863979297,0.30554596,,,,,
0.927487887,0.509289371,,,,,
0.924247077,0.492105999,,,,,
0.928531141,0.463748258,,,,,
0.931495631,0.49858678,,,,,
0.929937391,0.46396927,,,,,
0.918523602,0.482408958,,,,,
0.924067919,0.463483482,,,,,
0.938563454,0.553471966,,,,,
0.915781097,0.464224949,,,,,
0.926301424,0.488014054,,,,,
0.926715584,0.419363837,,,,,
0.922006503,0.493661422,,,,,
0.902327987,0.388714149,,,,,
0.93643256,0.517678928,,,,,
0.931046363,0.414994718,,,,,
0.935744352,0.469155148,,,,,
0.930091614,0.470630739,,,,,
0.925269089,0.408476525,,,,,
0.932247973,0.454981472,,,,,
0.930387624,0.439894982,,,,,
0.932199635,0.478150911,,,,,
0.924041268,0.431884906,,,,,
0.930647203,0.524661256,,,,,
0.929411216,0.412793558,,,,,
0.933907518,0.507869526,,,,,
0.925374955,0.439794319,,,,,
0.928907451,0.453843665,,,,,
0.922781231,0.474288888,,,,,
0.921369479,0.478483947,,,,,
0.910685024,0.402165806,,,,,
0.909926363,0.444055428,,,,,
0.904372604,0.390792095,,,,,
0.924086444,0.467363517,,,,,
0.939583481,0.42552341,,,,,
0.938227615,0.443978072,,,,,
0.932345302,0.493965786,,,,,
0.931540146,0.497691357,,,,,
0.926418952,0.442960576,,,,,
0.934681157,0.51170703,,,,,
0.934054969,0.499147298,,,,,
0.904226709,0.404563915,,,,,
0.935772025,0.489518939,,,,,
0.912191305,0.43854301,,,,,
0.938972867,0.542472415,,,,,
0.923710321,0.486604315,,,,,
0.877609128,0.402877688,,,,,
