ROC,PR,,,,,,,
0.911718111,0.012060702,,,,,,,
0.988606652,0.556716018,,,,,,,
0.943722,0.401200569,,,,,,,
0.941486752,0.054802215,,,,,,,
0.986296456,0.634263341,,,,,,,
0.925868498,0.459835176,,,,,,,
0.98772891,0.112193446,,,,,,,
0.99460997,0.766484056,,,,,,,
0.935582208,0.3830261,,,,,,,
0.973611652,0.147131284,,,,,,,
0.986683418,0.544729307,,,,,,,
0.988525052,0.473098,,,,,,,
0.969424272,0.163658095,,,,,,,
0.986976783,0.628545819,,,,,,,
0.937866853,0.378110763,,,,,,,
0.937712921,0.135436657,,,,,,,
0.969459347,0.29343002,,,,,,,
0.954789474,0.091851295,,,,,,,
0.94059004,0.270488021,,,,,,,
0.982728736,0.632740195,,,,,,,
0.980956356,0.564370381,,,,,,,
0.978964914,0.550824572,,,,,,,
0.9823046,0.573508278,,,,,,,
0.977188264,0.654042567,,,,,,,
0.980116568,0.557148194,,,,,,,
0.974746175,0.436955596,,,,,,,
0.89746074,0.335198358,,,,,,,
0.98295087,0.611947587,,,,,,,
0.986914868,0.596313982,,,,,,,
0.935964728,0.372470902,,,,,,,
0.981700509,0.661781297,,,,,,,
0.985734339,0.605974933,,,,,,,
0.976632935,0.621987605,,,,,,,
0.985163196,0.697399671,,,,,,,
0.979324902,0.645377236,,,,,,,
0.977033114,0.615285653,,,,,,,
0.979752537,0.597693303,,,,,,,
0.976955729,0.680618074,,,,,,,
0.979802001,0.654423334,,,,,,,
0.990320156,0.73942458,,,,,,,
0.984342212,0.669106484,,,,,,,
0.996426621,0.267189692,,,,,,,
0.984477735,0.664524725,,,,,,,
0.986516704,0.691527682,,,,,,,
0.98388022,0.667906754,,,,,,,
0.982116751,0.676921509,,,,,,,
0.989403018,0.677098818,,,,,,,
0.988889524,0.682169589,,,,,,,
0.989286759,0.695493034,,,,,,,
0.979409625,0.652115256,,,,,,,
0.986342149,0.680184369,,,,,,,
0.97896304,0.657828439,,,,,,,
0.984772917,0.635811721,,,,,,,
0.975885813,0.651377968,,,,,,,
0.973804763,0.647777954,,,,,,,
0.981326491,0.667495764,,,,,,,
0.979997828,0.651631685,,,,,,,
0.989396127,0.661618567,,,,,,,
0.98869367,0.682479837,,,,,,,
0.987480261,0.672614028,,,,,,,
0.986545866,0.659537822,,,,,,,
0.982218679,0.68814418,,,,,,,
0.996597235,0.681443916,,,,,,,
0.978386853,0.661331022,,,,,,,
0.97967876,0.661117471,,,,,,,
0.974952712,0.660316053,,,,,,,
0.9808505,0.626722555,,,,,,,
0.986336006,0.671385019,,,,,,,
0.984850144,0.672899789,,,,,,,
0.987966489,0.652981811,,,,,,,
0.978603064,0.656904544,,,,,,,
0.987399372,0.680570961,,,,,,,
0.979555585,0.656473283,,,,,,,
0.991494865,0.744533533,,,,,,,
0.976075625,0.637065676,,,,,,,
0.983575987,0.671708375,,,,,,,
0.984120569,0.601946857,,,,,,,
0.979955979,0.718672274,,,,,,,
0.986062924,0.682093918,,,,,,,
0.989094399,0.681788825,,,,,,,
0.988997417,0.66285692,,,,,,,
0.932275,0.664052348,,,,,,,
0.835714732,0.311627348,,,,,,,
0.869542663,0.118039188,,,,,,,
0.793722927,0.052965075,,,,,,,
0.84905131,0.129433258,,,,,,,
0.873804326,0.092574039,,,,,,,
0.812718102,0.049125971,,,,,,,
0.845741175,0.190086173,,,,,,,
0.881163301,0.05351394,,,,,,,
0.850612021,0.287421863,,,,,,,
0.861318638,0.038190708,,,,,,,
0.944784696,0.436700257,,,,,,,
0.838387858,0.351202212,,,,,,,
0.888209355,0.434767158,,,,,,,
0.745175854,0.088229882,,,,,,,
0.854583384,0.035207526,,,,,,,
0.835024481,0.286231509,,,,,,,
0.898503038,0.682546839,,,,,,,
0.971897492,0.855946991,,,,,,,
0.882998681,0.251706996,,,,,,,
0.856231658,0.084548959,,,,,,,
0.835013525,0.101897164,,,,,,,
0.938923545,0.618025165,,,,,,,
0.791510716,0.196914468,,,,,,,
0.843473655,0.187991939,,,,,,,
0.842917664,0.258315192,,,,,,,
0.930707309,0.470758554,,,,,,,
0.809406891,0.442190309,,,,,,,
0.829612516,0.388064082,,,,,,,
0.826460384,0.380744123,,,,,,,
0.847207356,0.087002881,,,,,,,
0.732828372,0.08749419,,,,,,,
0.778558719,0.281834776,,,,,,,
0.860429435,0.486317327,,,,,,,
0.875118484,0.505146236,,,,,,,
0.764972773,0.274961786,,,,,,,
0.85312284,0.446638725,,,,,,,
0.848084374,0.024924742,,,,,,,
0.809662088,0.047641991,,,,,,,
0.818395273,0.058138926,,,,,,,
0.867757753,0.53189509,,,,,,,
0.790159397,0.416852543,,,,,,,
0.791643637,0.41455753,,,,,,,
0.717672276,0.153333368,,,,,,,
0.798642143,0.470314469,,,,,,,
0.890471746,0.632102495,,,,,,,
0.88192875,0.597339522,,,,,,,
0.743478065,0.252170807,,,,,,,
0.905932687,0.562208085,,,,,,,
0.801864694,0.274572811,,,,,,,
0.706418704,0.176501887,,,,,,,
0.926608017,0.607343765,,,,,,,
0.83913296,0.495063597,,,,,,,
0.81869186,0.245639454,,,,,,,
0.741570592,0.078532482,,,,,,,
0.815379075,0.492100554,,,,,,,
0.8788434,0.669644639,,,,,,,
0.918775876,0.670099087,,,,,,,
0.764024665,0.280773064,,,,,,,
0.875714391,0.562134243,,,,,,,
0.803444231,0.106695606,,,,,,,
0.75836621,0.155009625,,,,,,,
0.92104758,0.517850541,,,,,,,
0.84207184,0.354932907,,,,,,,
0.846105086,0.165010787,,,,,,,
0.750271012,0.021339886,,,,,,,
0.790178233,0.311400483,,,,,,,
0.876435554,0.533679714,,,,,,,
0.935302114,0.598725572,,,,,,,
0.751918564,0.21173901,,,,,,,
0.913276665,0.511165782,,,,,,,
0.790690441,0.058378958,,,,,,,
0.731956742,0.063450557,,,,,,,
0.857228315,0.451839873,,,,,,,
0.813951646,0.445244779,,,,,,,
0.848609964,0.324123864,,,,,,,
0.756981128,0.135468895,,,,,,,
0.774459854,0.418261829,,,,,,,
0.835011477,0.538772385,,,,,,,
0.89942504,0.626989198,,,,,,,
0.764845096,0.285515676,,,,,,,
0.871414633,0.534524748,,,,,,,
0.80944298,0.036856824,,,,,,,
0.780805064,0.112192467,,,,,,,
0.767107837,0.050932895,,,,,,,
0.91897132,0.476740837,,,,,,,
0.844711986,0.454697668,,,,,,,
0.84000116,0.234011956,,,,,,,
0.842603514,0.079153065,,,,,,,
0.785201105,0.252186995,,,,,,,
0.870896769,0.520390362,,,,,,,
0.952916481,0.692835445,,,,,,,
0.763642237,0.242857702,,,,,,,
0.943683559,0.620615701,,,,,,,
0.872582246,0.109213345,,,,,,,
0.751248599,0.013340767,,,,,,,
0.871987767,0.4955217,,,,,,,
0.797019364,0.455737778,,,,,,,
0.762248218,0.228318118,,,,,,,
0.727819148,0.118608895,,,,,,,
0.783089079,0.475767635,,,,,,,
0.859332706,0.594496372,,,,,,,
0.908750723,0.634799677,,,,,,ROC,PR
0.745160864,0.265727363,,,,,total_AVG,0.922,0.318
0.769469847,0.06576384,,,,,AV-125,0.907,0.396
,,,,,,AV-690,0.938,0.304
,,,,,,AV-104,0.833,0.321
